State,Location,hour,index,date
PERLIS,Kangar,12:00AM,,2024-10-01
KEDAH,Langkawi,12:00AM,,2024-10-01
KEDAH,Alor Setar,12:00AM,,2024-10-01
KEDAH,Sungai Petani,12:00AM,,2024-10-01
KEDAH,Kulim Hi-Tech,12:00AM,,2024-10-01
PULAU PINANG,Seberang Jaya,12:00AM,,2024-10-01
PULAU PINANG,Seberang Perai,12:00AM,,2024-10-01
PULAU PINANG,Minden,12:00AM,,2024-10-01
PULAU PINANG,Balik Pulau,12:00AM,,2024-10-01
PERAK,Taiping,12:00AM,,2024-10-01
PERAK,Tasek Ipoh,12:00AM,,2024-10-01
PERAK,Pegoh Ipoh,12:00AM,,2024-10-01
PERAK,Seri Manjung,12:00AM,,2024-10-01
PERAK,Tanjung Malim,12:00AM,,2024-10-01
W.P. KUALA LUMPUR,Batu Muda,12:00AM,,2024-10-01
W.P. KUALA LUMPUR,Cheras,12:00AM,,2024-10-01
W.P. PUTRAJAYA,Putrajaya,12:00AM,,2024-10-01
SELANGOR,Kuala Selangor,12:00AM,,2024-10-01
SELANGOR,Petaling Jaya,12:00AM,,2024-10-01
SELANGOR,Shah Alam,12:00AM,,2024-10-01
SELANGOR,Klang,12:00AM,,2024-10-01
SELANGOR,Banting,12:00AM,,2024-10-01
NEGERI SEMBILAN,Nilai,12:00AM,,2024-10-01
NEGERI SEMBILAN,Seremban,12:00AM,,2024-10-01
NEGERI SEMBILAN,Port Dickson,12:00AM,,2024-10-01
MELAKA,Alor Gajah,12:00AM,,2024-10-01
MELAKA,Bukit Rambai,12:00AM,,2024-10-01
MELAKA,Bandaraya Melaka,12:00AM,,2024-10-01
JOHOR,Segamat,12:00AM,,2024-10-01
JOHOR,Batu Pahat,12:00AM,,2024-10-01
JOHOR,Kluang,12:00AM,,2024-10-01
JOHOR,Larkin,12:00AM,,2024-10-01
JOHOR,Pasir Gudang,12:00AM,,2024-10-01
JOHOR,Pengerang,12:00AM,,2024-10-01
JOHOR,Kota Tinggi,12:00AM,,2024-10-01
JOHOR,Tangkak,12:00AM,,2024-10-01
PAHANG,Rompin,12:00AM,,2024-10-01
PAHANG,Temerloh,12:00AM,,2024-10-01
PAHANG,Jerantut,12:00AM,,2024-10-01
PAHANG,Indera Mahkota Kuantan,12:00AM,,2024-10-01
PAHANG,Balok Baru Kuantan,12:00AM,,2024-10-01
TERENGGANU,Kemaman,12:00AM,,2024-10-01
TERENGGANU,Paka,12:00AM,,2024-10-01
TERENGGANU,Kuala Terengganu,12:00AM,,2024-10-01
TERENGGANU,Besut,12:00AM,,2024-10-01
KELANTAN,Tanah Merah,12:00AM,,2024-10-01
KELANTAN,Kota Bharu,12:00AM,,2024-10-01
SABAH,Tawau,12:00AM,,2024-10-01
SABAH,Sandakan,12:00AM,,2024-10-01
SABAH,Kota Kinabalu,12:00AM,,2024-10-01
SABAH,Kimanis,12:00AM,,2024-10-01
SABAH,Keningau,12:00AM,,2024-10-01
W.P. LABUAN,Labuan,12:00AM,,2024-10-01
SARAWAK,Limbang,12:00AM,,2024-10-01
SARAWAK,ILP Miri,12:00AM,,2024-10-01
SARAWAK,Miri,12:00AM,,2024-10-01
SARAWAK,Samalaju,12:00AM,,2024-10-01
SARAWAK,Bintulu,12:00AM,,2024-10-01
SARAWAK,Mukah,12:00AM,,2024-10-01
SARAWAK,Kapit,12:00AM,,2024-10-01
SARAWAK,Sibu,12:00AM,,2024-10-01
SARAWAK,Sarikei,12:00AM,,2024-10-01
SARAWAK,Sri Aman,12:00AM,,2024-10-01
SARAWAK,Samarahan,12:00AM,,2024-10-01
SARAWAK,Kuching,12:00AM,,2024-10-01
PERLIS,Kangar,1:00AM,N/A,2024-10-01
KEDAH,Langkawi,1:00AM,N/A,2024-10-01
KEDAH,Alor Setar,1:00AM,N/A,2024-10-01
KEDAH,Sungai Petani,1:00AM,N/A,2024-10-01
KEDAH,Kulim Hi-Tech,1:00AM,N/A,2024-10-01
PULAU PINANG,Seberang Jaya,1:00AM,N/A,2024-10-01
PULAU PINANG,Seberang Perai,1:00AM,N/A,2024-10-01
PULAU PINANG,Minden,1:00AM,N/A,2024-10-01
PULAU PINANG,Balik Pulau,1:00AM,N/A,2024-10-01
PERAK,Taiping,1:00AM,N/A,2024-10-01
PERAK,Tasek Ipoh,1:00AM,N/A,2024-10-01
PERAK,Pegoh Ipoh,1:00AM,N/A,2024-10-01
PERAK,Seri Manjung,1:00AM,N/A,2024-10-01
PERAK,Tanjung Malim,1:00AM,N/A,2024-10-01
W.P. KUALA LUMPUR,Batu Muda,1:00AM,N/A,2024-10-01
